id,course_group,source_area,liberal_area,completion_type,completion_type_raw,course_code,course_name,section,professor,department,credits,class_hours,lecture_type,seats_total,seats_left,time_raw,target_raw,notes
C0001,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150156801,Co-op클라우드트랙(AI-PaaS 기초),,최종석,SW교육팀,6,6,,23,0,"화 15:00-16:15 (조만식기념관 12203-최종석)
화 16:30-17:45 (조만식기념관 12203-최종석)
목 15:00-16:15 (조만식기념관 12406-최종석)
목 16:30-17:45 (조만식기념관 12406-최종석)",전체,
C0002,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150059401,[심화]Co-op SAP 트랙,,"홍지만
최종석",SW교육팀,6,6,,18,0,"월 화 18:00-19:15 (전산관 19328 (첨단PC실습실)-홍지만)
수 목 18:00-19:15 (전산관 19328 (첨단PC실습실)-최종석)",전체,
C0003,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164005,고급AI수학,(공통-재수강),박중석,AI소프트웨어학부,3,3,,43,7,"화 09:00-10:15 (정보과학관 21301-박중석)
화 10:30-11:45 (정보과학관 21301-박중석)","전체학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",
C0004,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164108,고급프로그래밍,(공통-재수강),권재환,AI소프트웨어학부,3,4,,24,6,"화 15:00-15:50 (정보과학관 21305 (이철희실습실)-권재환)
화 16:00-16:50 (정보과학관 21305 (이철희실습실)-권재환)
목 15:00-15:50 (정보과학관 21305 (이철희실습실)-권재환)
목 16:00-16:50 (정보과학관 21305 (이철희실습실)-권재환)","전체학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",
C0005,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150162205,기초AI수학,(공통-재수강),박중석,AI소프트웨어학부,3,3,,48,2,"화 13:30-14:45 (벤처중소기업센터 10311-박중석)
화 15:00-16:15 (벤처중소기업센터 10311-박중석)","전체학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",
C0006,major,AI소프트웨어학부,,전필,전필-AI소프트웨어,2150163704,머신러닝,(공통-재수강),최형광,AI소프트웨어학부,3,3,,40,10,수 금 15:00-16:15 (정보과학관 21301-최형광),"전체학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",
C0007,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150162304,이산수학,(공통-재수강),이재일,AI소프트웨어학부,3,3,,40,0,화 목 10:30-11:45 (정보과학관 21303-이재일),"전체학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",
C0008,major,AI소프트웨어학부,,전필,전필-AI소프트웨어,2150163206,자료구조,(공통-재수강),권재환,AI소프트웨어학부,3,3,,30,20,화 금 13:30-14:45 (정보과학관 21304-권재환),"전체학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",
C0009,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150163806,컴퓨터구조,(공통-재수강),하석재,AI소프트웨어학부,3,3,,16,34,월 수 18:00-19:15 (정보과학관 21202 (이준호강의실)-하석재),"전체학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",
C0010,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150161407,프로그래밍기초1,(공통-재수강),김익수,AI소프트웨어학부,3,4,,29,1,"월 13:00-13:50 (정보과학관 21305 (이철희실습실)-김익수)
월 14:00-14:50 (정보과학관 21305 (이철희실습실)-김익수)
목 13:00-13:50 (정보과학관 21305 (이철희실습실)-김익수)
목 14:00-14:50 (정보과학관 21305 (이철희실습실)-김익수)","전체학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",
C0011,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150161601,프로그래밍기초2,,이주호,AI소프트웨어학부,3,4,,28,2,"목 15:00-15:50 (정보과학관 21306-이주호)
목 16:00-16:50 (정보과학관 21306-이주호)
목 17:00-17:50 (정보과학관 21306-이주호)
목 18:00-18:50 (정보과학관 21306-이주호)","전체학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",
C0012,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150162201,기초AI수학,,한상호,AI소프트웨어학부,3,3,,24,24,"목 09:00-10:15 (문화관 03408(AI융합학부 HW실습실)-한상호)
금 10:30-11:45 (문화관 03408(AI융합학부 HW실습실)-한상호)","1학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",가
C0013,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150162202,기초AI수학,,한상호,AI소프트웨어학부,3,3,,24,24,"목 10:30-11:45 (문화관 03408(AI융합학부 HW실습실)-한상호)
금 09:00-10:15 (문화관 03408(AI융합학부 HW실습실)-한상호)","1학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",나
C0014,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150162203,기초AI수학,,김형돈,AI소프트웨어학부,3,3,,50,0,"금 09:00-10:15 (미래관 20203-김형돈)
금 10:30-11:45 (미래관 20203-김형돈)","1학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",다
C0015,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150162204,기초AI수학,,김형돈,AI소프트웨어학부,3,3,,50,0,"금 13:30-14:45 (미래관 20305-김형돈)
금 15:00-16:15 (미래관 20305-김형돈)","1학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",라
C0016,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150162301,이산수학,,하진철,AI소프트웨어학부,3,3,,32,23,화 목 09:00-10:15 (정보과학관 21304-하진철),"1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",가
C0017,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150162302,이산수학,,하진철,AI소프트웨어학부,3,3,,55,0,화 목 10:30-11:45 (정보과학관 21304-하진철),"1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",나
C0018,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150162303,이산수학,,이재일,AI소프트웨어학부,3,3,,51,0,화 목 12:00-13:15 (정보과학관 21303-이재일),"1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",다
C0019,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150161401,프로그래밍기초1,,김성신,AI소프트웨어학부,3,4,EL+,30,0,"월 09:00-09:50 (정보과학관 21306-김성신)
월 10:00-10:50 (정보과학관 21306-김성신)
수 15:00-15:50 (정보과학관 21306-김성신)
수 16:00-16:50 (정보과학관 21306-김성신)","1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",가
C0020,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150161402,프로그래밍기초1,,김성신,AI소프트웨어학부,3,4,EL+,30,0,"월 11:00-11:50 (정보과학관 21306-김성신)
월 12:00-12:50 (정보과학관 21306-김성신)
수 17:00-17:50 (정보과학관 21306-김성신)
수 18:00-18:50 (정보과학관 21306-김성신)","1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",나
C0021,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150161403,프로그래밍기초1,,김명호,AI소프트웨어학부,3,4,,31,0,"월 13:00-13:50 (정보과학관 21301-김명호)
월 14:00-14:50 (-김명호)
화 13:00-13:50 (정보과학관 21305 (이철희실습실)-김명호)
화 14:00-14:50 (정보과학관 21305 (이철희실습실)-김명호)","1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",다
C0022,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150161404,프로그래밍기초1,,최중섭,AI소프트웨어학부,3,4,,32,0,"월 13:00-13:50 (정보과학관 21306-최중섭)
월 14:00-14:50 (정보과학관 21306-최중섭)
화 13:00-13:50 (정보과학관 21306-최중섭)
화 14:00-14:50 (정보과학관 21306-최중섭)","1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",라
C0023,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150161405,프로그래밍기초1,,최중섭,AI소프트웨어학부,3,4,,32,0,"월 15:00-15:50 (정보과학관 21306-최중섭)
월 16:00-16:50 (정보과학관 21306-최중섭)
화 15:00-15:50 (정보과학관 21306-최중섭)
화 16:00-16:50 (정보과학관 21306-최중섭)","1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",마
C0024,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150161406,프로그래밍기초1,,김익수,AI소프트웨어학부,3,4,,12,18,"월 09:00-09:50 (정보과학관 21305 (이철희실습실)-김익수)
월 10:00-10:50 (정보과학관 21305 (이철희실습실)-김익수)
목 09:00-09:50 (정보과학관 21305 (이철희실습실)-김익수)
목 10:00-10:50 (정보과학관 21305 (이철희실습실)-김익수)","1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)(대상외수강제한)",바
C0025,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164001,고급AI수학,,정선태,AI소프트웨어학부,3,3,,26,24,"화 09:00-10:15 (문화관 03307-정선태)
목 10:30-11:45 (문화관 03307-정선태)","2학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부",가
C0026,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164002,고급AI수학,,정선태,AI소프트웨어학부,3,3,,10,40,"화 10:30-11:45 (문화관 03307-정선태)
목 09:00-10:15 (문화관 03307-정선태)","2학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부",나
C0027,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164003,고급AI수학,,김창훈,AI소프트웨어학부,3,3,,52,0,"목 15:00-16:15 (정보과학관 21304-김창훈)
금 10:30-11:45 (정보과학관 21304-김창훈)","2학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부",다
C0028,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164004,고급AI수학,,김창훈,AI소프트웨어학부,3,3,,50,0,"목 16:30-17:45 (정보과학관 21304-김창훈)
금 15:00-16:15 (정보과학관 21304-김창훈)","2학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부",라
C0029,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164101,고급프로그래밍,,손장우,AI소프트웨어학부,3,4,,30,0,"월 13:00-13:50 (문화관 03408(AI융합학부 HW실습실)-손장우)
월 14:00-14:50 (문화관 03408(AI융합학부 HW실습실)-손장우)
화 15:00-15:50 (문화관 03408(AI융합학부 HW실습실)-손장우)
화 16:00-16:50 (문화관 03408(AI융합학부 HW실습실)-손장우)","2학년 AI소프트웨어학부, 소프트웨어학부,AI융합학부",가
C0030,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164102,고급프로그래밍,,손장우,AI소프트웨어학부,3,4,,30,0,"월 15:00-15:50 (문화관 03408(AI융합학부 HW실습실)-손장우)
월 16:00-16:50 (문화관 03408(AI융합학부 HW실습실)-손장우)
수 15:00-15:50 (문화관 03408(AI융합학부 HW실습실)-손장우)
수 16:00-16:50 (문화관 03408(AI융합학부 HW실습실)-손장우)","2학년 AI소프트웨어학부, 소프트웨어학부,AI융합학부",나
C0031,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164103,고급프로그래밍,,김성신,AI소프트웨어학부,3,4,EL+,29,1,"화 09:00-09:50 (정보과학관 21306-김성신)
화 10:00-10:50 (정보과학관 21306-김성신)
수 11:00-11:50 (정보과학관 21306-김성신)
수 12:00-12:50 (정보과학관 21306-김성신)","2학년 AI소프트웨어학부, 소프트웨어학부,AI융합학부",다
C0032,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164104,고급프로그래밍,,김성신,AI소프트웨어학부,3,4,EL+,27,3,"수 09:00-09:50 (정보과학관 21306-김성신)
수 10:00-10:50 (정보과학관 21306-김성신)
목 11:00-11:50 (정보과학관 21306-김성신)
목 12:00-12:50 (정보과학관 21306-김성신)","2학년 AI소프트웨어학부, 소프트웨어학부,AI융합학부",라
C0033,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164106,고급프로그래밍,,황우섭,AI소프트웨어학부,3,4,,24,6,"월 10:00-10:50 (문화관 03407(AI융합학부 SW실습실)-황우섭)
월 11:00-11:50 (문화관 03407(AI융합학부 SW실습실)-황우섭)
수 10:00-10:50 (문화관 03407(AI융합학부 SW실습실)-황우섭)
수 11:00-11:50 (문화관 03407(AI융합학부 SW실습실)-황우섭)","2학년 AI소프트웨어학부, 소프트웨어학부,AI융합학부",바
C0034,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150164107,고급프로그래밍,,황우섭,AI소프트웨어학부,3,4,,20,10,"월 15:00-15:50 (정보과학관 21305 (이철희실습실)-황우섭)
월 16:00-16:50 (정보과학관 21305 (이철희실습실)-황우섭)
수 15:00-15:50 (정보과학관 21305 (이철희실습실)-황우섭)
수 16:00-16:50 (정보과학관 21305 (이철희실습실)-황우섭)","2학년 AI소프트웨어학부, 소프트웨어학부,AI융합학부",사
C0035,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150165601,데이터베이스,,박찬준,AI소프트웨어학부,3,3,EL+,49,1,화 목 15:00-16:15 (정보과학관 21206-박찬준),"2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부
3학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",가
C0036,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150165602,데이터베이스,,정진홍,AI소프트웨어학부,3,3,,51,0,"월 10:30-11:45 (정보과학관 21501-정진홍)
수 10:30-11:45 (정보과학관 21301-정진홍)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부
3학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",나
C0037,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150165603,데이터베이스,,정진홍,AI소프트웨어학부,3,3,,59,0,"월 13:30-14:45 (정보과학관 21501-정진홍)
수 13:30-14:45 (정보과학관 21301-정진홍)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부
3학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",다
C0038,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150165604,데이터베이스,,하석재,AI소프트웨어학부,3,3,,45,5,"월 10:30-11:45 (정보과학관 21206-하석재)
수 12:00-13:15 (정보과학관 21301-하석재)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부
3학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",라
C0039,major,AI소프트웨어학부,,전필,전필-AI소프트웨어,2150163701,머신러닝,,이강희,AI소프트웨어학부,3,3,,48,2,"화 12:00-13:15 (정보과학관 21206-이강희)
목 12:00-13:15 (정보과학관 21304-이강희)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",가
C0040,major,AI소프트웨어학부,,전필,전필-AI소프트웨어,2150163702,머신러닝,,이강희,AI소프트웨어학부,3,3,,49,1,"화 13:30-14:45 (정보과학관 21206-이강희)
목 13:30-14:45 (정보과학관 21304-이강희)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",나
C0041,major,AI소프트웨어학부,,전필,전필-AI소프트웨어,2150163703,머신러닝,,최형광,AI소프트웨어학부,3,3,,12,38,수 금 16:30-17:45 (정보과학관 21301-최형광),"2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",다
C0042,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150165801,시스템프로그래밍,,한승훈,AI소프트웨어학부,3,3,,51,0,"월 10:30-11:45 (정보과학관 21303-한승훈)
월 12:00-13:15 (정보과학관 21303-한승훈)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부
3학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",가
C0043,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150165802,시스템프로그래밍,,한승훈,AI소프트웨어학부,3,3,,50,0,"월 15:00-16:15 (정보과학관 21301-한승훈)
월 16:30-17:45 (정보과학관 21301-한승훈)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부
3학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",나
C0044,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150165803,시스템프로그래밍,,모지식,AI소프트웨어학부,3,3,,35,15,수 금 12:00-13:15 (정보과학관 21304-모지식),"2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부
3학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",다
C0045,major,AI소프트웨어학부,,전필,전필-AI소프트웨어,2150163301,알고리즘,,곽동규,AI소프트웨어학부,3,3,,14,36,"금 10:30-11:45 (미래관 20402-곽동규)
금 12:00-13:15 (미래관 20402-곽동규)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",가
C0046,major,AI소프트웨어학부,,전필,전필-AI소프트웨어,2150163302,알고리즘,,곽동규,AI소프트웨어학부,3,3,,13,37,"금 15:00-16:15 (벤처중소기업센터 10311-곽동규)
금 16:30-17:45 (벤처중소기업센터 10311-곽동규)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",나
C0047,major,AI소프트웨어학부,,전필,전필-AI소프트웨어,2150163201,자료구조,,박승현,AI소프트웨어학부,3,3,영·한혼합,49,1,화 목 13:30-14:45 (문화관 03307-박승현),"2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",가
C0048,major,AI소프트웨어학부,,전필,전필-AI소프트웨어,2150163202,자료구조,,박승현,AI소프트웨어학부,3,3,영어,50,0,화 목 12:00-13:15 (문화관 03307-박승현),"2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",나
C0049,major,AI소프트웨어학부,,전필,전필-AI소프트웨어,2150163203,자료구조,,옥도민,AI소프트웨어학부,3,3,,32,18,"화 10:30-11:45 (미래관 20402-옥도민)
금 10:30-11:45 (정보과학관 21303-옥도민)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",다
C0050,major,AI소프트웨어학부,,전필,전필-AI소프트웨어,2150163204,자료구조,,옥도민,AI소프트웨어학부,3,3,,46,4,"화 12:00-13:15 (미래관 20402-옥도민)
금 12:00-13:15 (정보과학관 21303-옥도민)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",라
C0051,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150163801,컴퓨터구조,,김강희,AI소프트웨어학부,3,3,,18,27,"월 12:00-13:15 (문화관 03307-김강희)
목 12:00-13:15 (문화관 03407(AI융합학부 SW실습실)-김강희)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",가
C0052,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150163802,컴퓨터구조,,김강희,AI소프트웨어학부,3,3,,33,12,"월 13:30-14:45 (문화관 03307-김강희)
목 13:30-14:45 (문화관 03407(AI융합학부 SW실습실)-김강희)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",나
C0053,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150163803,컴퓨터구조,,공영호,AI소프트웨어학부,3,3,,49,1,"월 09:00-10:15 (정보과학관 21304-공영호)
월 10:30-11:45 (정보과학관 21304-공영호)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",다
C0054,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150163804,컴퓨터구조,,공영호,AI소프트웨어학부,3,3,,47,3,"월 15:00-16:15 (정보과학관 21304-공영호)
월 16:30-17:45 (정보과학관 21304-공영호)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",라
C0055,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150163805,컴퓨터구조,,하석재,AI소프트웨어학부,3,3,,29,21,월 수 16:30-17:45 (정보과학관 21202 (이준호강의실)-하석재),"2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",마
C0056,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150163101,확률및통계,,손정숙,AI소프트웨어학부,3,3,,51,0,"수 12:00-13:15 (정보과학관 21303-손정숙)
금 12:00-13:15 (정보과학관 21201-손정숙)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",가
C0057,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150163102,확률및통계,,손정숙,AI소프트웨어학부,3,3,,47,3,"수 15:00-16:15 (정보과학관 21501-손정숙)
금 15:00-16:15 (정보과학관 21201-손정숙)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",나
C0058,major,AI소프트웨어학부,,전기,전기-AI소프트웨어,2150163103,확률및통계,,손정숙,AI소프트웨어학부,3,3,,36,14,"수 16:30-17:45 (정보과학관 21501-손정숙)
금 16:30-17:45 (정보과학관 21201-손정숙)","2학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",다
C0059,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150165701,네트워크,,노동건,AI소프트웨어학부,3,3,,48,2,"수 12:00-13:15 (문화관 03307-노동건)
금 13:30-14:45 (문화관 03307-노동건)","3학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부",가
C0060,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150165702,네트워크,,노동건,AI소프트웨어학부,3,3,,47,3,"수 13:30-14:45 (문화관 03307-노동건)
금 12:00-13:15 (문화관 03307-노동건)","3학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부",나
C0061,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150165703,네트워크,,주경호,AI소프트웨어학부,3,3,,48,2,월 수 13:30-14:45 (정보과학관 21303-주경호),"3학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부",다
C0062,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150165704,네트워크,,주경호,AI소프트웨어학부,3,3,,50,0,화 목 13:30-14:45 (정보과학관 21303-주경호),"3학년  AI소프트웨어학부, 소프트웨어학부, AI융합학부",라
C0063,major,AI소프트웨어학부,,전선,전선-AI소프트웨어,2150167901,네트워크보안,,최대선,AI소프트웨어학부,3,3,,47,3,"화 09:00-10:15 (정보과학관 21305 (이철희실습실)-최대선)
화 10:30-11:45 (정보과학관 21305 (이철희실습실)-최대선)","3학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부
4학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부",
