id,course_group,source_area,liberal_area,completion_type,completion_type_raw,course_code,course_name,section,professor,department,credits,class_hours,lecture_type,seats_total,seats_left,time_raw,target_raw,notes
C0226,liberal,문화·예술,문화·예술,교선,교선,2150667801,공연예술의이해,,박명숙,혁신경영학과(계약학과),3,3,대면+녹화,7,23,토 15:00-16:15 (숭덕경상관 02111-박명숙),전체학년 혁신경영학과(계약학과) (대상외수강제한)(대상외수강제한),
C0227,liberal,문화·예술,문화·예술,교선,교선,2150915501,영화 Shot by Shot,,변재민,예술창작학부 영화예술전공,3,3,,47,3,"수 15:00-16:15 (베어드홀 01102 (한덕우강의실)-변재민)
수 16:30-17:45 (베어드홀 01102 (한덕우강의실)-변재민)",전체,가
C0228,liberal,문화·예술,문화·예술,교선,교선,2150915502,영화 Shot by Shot,,허재원,예술창작학부 영화예술전공,3,3,,44,6,"월 15:00-16:15 (베어드홀 01102 (한덕우강의실)-허재원)
월 16:30-17:45 (베어드홀 01102 (한덕우강의실)-허재원)",전체,나
C0229,liberal,인간·언어,인간·언어,교선,교선,2150011801,(외국인을위한)한국어학의이해,,박정순,교양교육운영팀,3,3,,49,1,월 목 15:00-16:15 (정보과학관 21601-박정순),전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0230,liberal,인간·언어,인간·언어,교선,교선,2150011802,(외국인을위한)한국어학의이해,,박정순,교양교육운영팀,3,3,,50,0,수 금 12:00-13:15 (미래관 20406-박정순),전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0231,liberal,인간·언어,인간·언어,교선,교선,2150011803,(외국인을위한)한국어학의이해,,조성해,교양교육운영팀,3,3,,33,15,화 목 15:00-16:15 (진리관 11306-조성해),전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0232,liberal,인간·언어,인간·언어,교선,교선,2150011901,(외국인을위한)디지털시대의글쓰기,,최동일,교양교육운영팀,3,3,,34,2,월 목 13:30-14:45 (미래관 20108-최동일),전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0233,liberal,인간·언어,인간·언어,교선,교선,2150011902,(외국인을위한)디지털시대의글쓰기,,최선영,교양교육운영팀,3,3,,37,13,월 수 13:30-14:45 (문화관 03506-최선영),전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0234,liberal,인간·언어,인간·언어,교선,교선,2150045901,시민교양을위한정치철학:한나아렌트,,김선욱,교양교육운영팀,3,3,녹화,127,3,,전체학년 전체,(대면 기말고사) 6월 17일 (수) 오후 6시~8시
C0235,liberal,인간·언어,인간·언어,교선,교선,2150049501,철학으로만나는기독교,,성신형,교양교육운영팀,2,2,,58,2,"수 15:00-15:50 (조만식기념관 12210-성신형)
수 16:00-16:50 (조만식기념관 12210-성신형)",전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0236,liberal,인간·언어,인간·언어,교선,교선,2150049502,철학으로만나는기독교,,성신형,교양교육운영팀,2,2,EL+,60,0,"목 15:00-15:50 (미래관 20202-성신형)
목 16:00-16:50 (미래관 20202-성신형)",전체학년 전체,
C0237,liberal,인간·언어,인간·언어,교선,교선,2150049503,철학으로만나는기독교,,성신형,교양교육운영팀,2,2,EL+,59,1,"수 13:00-13:50 (미래관 20202-성신형)
수 14:00-14:50 (미래관 20202-성신형)",전체학년 전체,
C0238,liberal,인간·언어,인간·언어,교선,교선,2150051101,인문고전으로서의성서읽기-구약편,,김회권,기독교학과,2,2,녹화,188,2,,국내대학 학점교류생 제외,학점교류생 수강제한
C0239,liberal,인간·언어,인간·언어,교선,교선,2150060501,(외국인을위한)학술적글쓰기,,이유경,교양교육운영팀,3,3,,48,2,화 목 12:00-13:15 (진리관 11522 (이효계강의실)-이유경),"2학년 ;순수외국인입학생
3학년 ;순수외국인입학생
4학년 ;순수외국인입학생
5학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한)",1학년 수강제한
C0240,liberal,인간·언어,인간·언어,교선,교선,2150106201,동양철학스케치,,선병삼,철학과,3,3,,45,3,"목 15:00-16:15 (조만식기념관 12202-선병삼)
목 16:30-17:45 (조만식기념관 12202-선병삼)",전체(철학과제외),철학과 제외
C0241,liberal,인간·언어,인간·언어,교선,교선,2150138701,동양철학고전의이해,,김시천,철학과,3,3,EL+,47,3,"월 15:00-16:15 (교육관 06203-김시천)
월 16:30-17:45 (교육관 06203-김시천)",전체,
C0242,liberal,인간·언어,인간·언어,교선,교선,2150141501,AI와윤리,,김광연,철학과,3,3,EL+,50,0,"화 15:00-16:15 (진리관 11516-김광연)
목 15:00-16:15 (백마관 07403-김광연)",전체,
C0243,liberal,인간·언어,인간·언어,교선,교선,2150143501,AI미래사회와인문학,,이국배,숭실학술원 행정팀,2,2,EL+,43,7,"금 12:00-12:50 (진리관 11302-이국배)
금 13:00-13:50 (진리관 11302-이국배)",전체,
C0244,liberal,인간·언어,인간·언어,교선,교선,2150152501,디지털인문학,,유서현,국어국문학과,3,3,,34,16,"수 15:00-16:15 (미래관 20201-유서현)
수 16:30-17:45 (미래관 20201-유서현)",전체학년,
C0245,liberal,인간·언어,인간·언어,교선,교선,2150152502,디지털인문학,,권도영,국어국문학과,3,3,,46,4,"목 15:00-16:15 (조만식기념관 12327-권도영)
목 16:30-17:45 (조만식기념관 12327-권도영)",전체학년,
C0246,liberal,인간·언어,인간·언어,교선,교선,2150152801,디지털리터러시,,정지영,철학과,3,3,EL+,47,3,"화 13:30-14:45 (문화관 03312-정지영)
화 15:00-16:15 (문화관 03312-정지영)",전체,
C0247,liberal,인간·언어,인간·언어,교선,교선,2150153601,행복한가족을만드는관계기술,,문정화,학사팀,3,3,녹화,254,6,,전체,"대면 기말고사, 6.12(금) 19:00-19:50 조만식기념관 311, 312, 330호"
C0248,liberal,인간·언어,인간·언어,교선,교선,2150157401,이야기한국철학,,선병삼,학사팀,3,3,녹화,253,7,,전체,"대면 기말고사, 6.17(수) 19:00-19:50 조만식기념관 311, 312, 330호"
C0249,liberal,인간·언어,인간·언어,교선,교선,2150158901,한국학산책,,오지석,숭실학술원 행정팀,3,3,EL+,48,2,"화 12:00-13:15 (진리관 11302-오지석)
화 13:30-14:45 (진리관 11302-오지석)",전체,
C0250,liberal,인간·언어,인간·언어,교선,교선,2150180501,현대문학의이해(숭실사이버대),,,학사팀,3,3,녹화,193,7,,전체,"대면기말고사 26.6.16.(화) 19:00-19:50(진리관 302, 303, 304, 307)"
C0251,liberal,인간·언어,인간·언어,교선,교선,2150305701,현대시의이해,,김호성,국어국문학과,3,3,,43,7,"월 15:00-16:15 (문화관 03208-김호성)
월 16:30-17:45 (문화관 03208-김호성)",전체학년,국문 제외
C0252,liberal,인간·언어,인간·언어,교선,교선,2150305702,현대시의이해,,안리경,국어국문학과,3,3,,44,6,"수 15:00-16:15 (문화관 03308-안리경)
수 16:30-17:45 (문화관 03308-안리경)",전체학년,국문 제외
C0253,liberal,인간·언어,인간·언어,교선,교선,2150308401,신앙과이성,,엄국화,철학과,2,2,,48,2,"화 16:30-17:20 (진리관 11403-엄국화)
화 17:30-18:20 (진리관 11403-엄국화)",전체,
C0254,liberal,인간·언어,인간·언어,교선,교선,2150381001,중국어기초,,윤민희,중어중문학과,3,3,,22,8,"화 15:00-16:15 (진리관 11403-윤민희)
목 15:00-16:15 (진리관 11307-윤민희)","전체(중문 제외),(중국국적학생 제외)",
C0255,liberal,인간·언어,인간·언어,교선,교선,2150441601,논리학,,이양수,철학과,3,3,,42,6,"목 15:00-16:15 (미래관 20308-이양수)
목 16:30-17:45 (미래관 20308-이양수)",전체,
C0256,liberal,인간·언어,인간·언어,교선,교선,2150479101,스피치와컨텐츠,,이세나,예술창작학부 문예창작전공,2,2,,37,13,"금 17:00-17:50 (정보과학관 21102-이세나)
금 18:00-18:50 (정보과학관 21102-이세나)",전체,
C0257,liberal,인간·언어,인간·언어,교선,교선,2150485801,일본어회화기초,,"Kawaguchi Keiko
아베유카리",일어일문학과,3,3,EL+,30,0,"화 15:00-16:15 (진리관 11304-Kawaguchi Keiko)
금 15:00-16:15 (진리관 11304-Kawaguchi Keiko)
화 15:00-16:15 (진리관 11304-아베유카리)
금 15:00-16:15 (진리관 11304-아베유카리)
화 15:00-16:15 (진리관 11304-Kawaguchi Keiko)
금 15:00-16:15 (진리관 11304-Kawaguchi Keiko)",전체(일어일문 제외),
C0258,liberal,인간·언어,인간·언어,교선,교선,2150485802,일본어회화기초,,"Kawaguchi Keiko
아베유카리",일어일문학과,3,3,EL+,28,2,"화 16:30-17:45 (진리관 11304-Kawaguchi Keiko)
금 16:30-17:45 (진리관 11304-Kawaguchi Keiko)
화 16:30-17:45 (진리관 11304-아베유카리)
금 16:30-17:45 (진리관 11304-아베유카리)
화 16:30-17:45 (진리관 11304-Kawaguchi Keiko)
금 16:30-17:45 (진리관 11304-Kawaguchi Keiko)",전체(일어일문 제외),
C0259,liberal,인간·언어,인간·언어,교선,교선,2150485803,일본어회화기초,,아베유카리,일어일문학과,3,3,,30,0,"월 15:00-16:15 (조만식기념관 12203-아베유카리)
수 15:00-16:15 (조만식기념관 12203-아베유카리)",전체(일어일문 제외),
C0260,liberal,인간·언어,인간·언어,교선,교선,2150519101,English Communication in Business Contex,,이가영,교양교육운영팀,3,3,"영어
EL+",48,2,"화 15:00-16:15 (진리관 11301-이가영)
화 16:30-17:45 (진리관 11301-이가영)",전체학년 전체,
C0261,liberal,인간·언어,인간·언어,교선,교선,2150519201,일본어입문,,이정옥,일어일문학과,3,3,,45,3,"월 16:30-17:45 (미래관 20205-이정옥)
수 16:30-17:45 (미래관 20205-이정옥)",전체(일어일문 제외),
C0262,liberal,인간·언어,인간·언어,교선,교선,2150519202,일본어입문,,안지홍,일어일문학과,3,3,,47,3,"월 15:00-16:15 (진리관 11304-안지홍)
수 15:00-16:15 (진리관 11304-안지홍)",전체(일어일문 제외),
C0263,liberal,인간·언어,인간·언어,교선,교선,2150519203,일본어입문,,안지홍,일어일문학과,3,3,,49,1,"월 16:30-17:45 (진리관 11304-안지홍)
수 16:30-17:45 (진리관 11304-안지홍)",전체(일어일문 제외),
C0264,liberal,인간·언어,인간·언어,교선,교선,2150519204,일본어입문,,이희승,일어일문학과,3,3,,47,3,"화 16:30-17:45 (진리관 11516-이희승)
목 16:30-17:45 (진리관 11304-이희승)",전체(일어일문 제외),
C0265,liberal,인간·언어,인간·언어,교선,교선,2150519205,일본어입문,,김수진,일어일문학과,3,3,,47,3,"화 15:00-16:15 (교육관 06202-김수진)
금 15:00-16:15 (교육관 06202-김수진)",전체(일어일문 제외),
C0266,liberal,인간·언어,인간·언어,교선,교선,2150519501,기초프랑스어,,김기일,불어불문학과,3,3,,40,0,월 수 15:00-16:15 (조만식기념관 12113 (장애학생강의실)-김기일),전체(불문제외),불문제외
C0267,liberal,인간·언어,인간·언어,교선,교선,2150519502,기초프랑스어,,김기일,불어불문학과,3,3,,36,4,월 수 16:30-17:45 (미래관 20301-김기일),전체(불문제외),불문제외
C0268,liberal,인간·언어,인간·언어,교선,교선,2150519601,영문법의기초,,김은수,영어영문학과,3,3,,34,16,"월 15:00-16:15 (미래관 20204 (윤동주강의실)-김은수)
화 15:00-16:15 (조만식기념관 12327-김은수)",전체,
C0269,liberal,인간·언어,인간·언어,교선,교선,2150520101,중국어입문,,윤애경,중어중문학과,3,3,,27,3,"화 15:00-16:15 (조만식기념관 12408 (림인식강의실)-윤애경)
목 15:00-16:15 (진리관 11407-윤애경)","전체(중문 제외),(중국국적학생 제외)",
C0270,liberal,인간·언어,인간·언어,교선,교선,2150520102,중국어입문,,방준호,중어중문학과,3,3,,26,4,화 금 15:00-16:15 (진리관 11307-방준호),"전체(중문 제외),(중국국적학생 제외)",
C0271,liberal,인간·언어,인간·언어,교선,교선,2150520103,중국어입문,,심지희,중어중문학과,3,3,,28,2,월 수 15:00-16:15 (미래관 20205-심지희),"전체(중문 제외),(중국국적학생 제외)",
C0272,liberal,인간·언어,인간·언어,교선,교선,2150520201,독일어입문,,권선형,독어독문학과,3,3,,39,11,"화 16:30-17:45 (미래관 20203-권선형)
목 16:30-17:45 (미래관 20203-권선형)",전체(독문 제외),
C0273,liberal,인간·언어,인간·언어,교선,교선,2150520202,독일어입문,,권선형,독어독문학과,3,3,,38,2,"화 15:00-16:15 (미래관 20301-권선형)
목 15:00-16:15 (미래관 20303-권선형)",전체(독문 제외),
C0274,liberal,인간·언어,인간·언어,교선,교선,2150521901,기초한문,,최상근,국어국문학과,3,3,,47,3,"목 15:00-16:15 (문화관 03208-최상근)
목 16:30-17:45 (문화관 03208-최상근)",전체학년,
C0275,liberal,인간·언어,인간·언어,교선,교선,2150521902,기초한문,,최상근,국어국문학과,3,3,,43,7,"화 15:00-16:15 (조만식기념관 12312-최상근)
화 16:30-17:45 (조만식기념관 12312-최상근)",전체학년,
C0276,liberal,인간·언어,인간·언어,교선,교선,2150521903,기초한문,,양훈식,국어국문학과,3,3,,44,6,"월 15:00-16:15 (조만식기념관 12312-양훈식)
월 16:30-17:45 (조만식기념관 12312-양훈식)",전체학년,
C0277,liberal,인간·언어,인간·언어,교선,교선,2150522102,English Speaking and Listening,,Gregory Dawson,교양교육운영팀,3,3,"영어
EL+",45,0,"수 15:00-16:15 (진리관 11305-Gregory Dawson)
수 16:30-17:45 (진리관 11305-Gregory Dawson)",전체학년 전체,
C0278,liberal,인간·언어,인간·언어,교선,교선,2150522103,English Speaking and Listening,,Gregory Dawson,교양교육운영팀,3,3,"영어
EL+",43,2,"목 15:00-16:15 (진리관 11305-Gregory Dawson)
목 16:30-17:45 (진리관 11305-Gregory Dawson)",전체학년 전체,
C0279,liberal,인간·언어,인간·언어,교선,교선,2150531901,영상영어,,김소연,영어영문학과,3,3,,44,4,월 수 16:30-17:45 (조만식기념관 12202-김소연),전체,
C0280,liberal,인간·언어,인간·언어,교선,교선,2150532001,영어읽기의기초,,김소연,영어영문학과,3,3,,43,7,"월 15:00-16:15 (조만식기념관 12327-김소연)
수 15:00-16:15 (조만식기념관 12327-김소연)",전체,
C0281,liberal,인간·언어,인간·언어,교선,교선,2150532201,독일어회화입문,,윤진희,독어독문학과,3,3,,27,3,화 목 13:30-14:45 (진리관 11305-윤진희),전체(독문 제외),
C0282,liberal,인간·언어,인간·언어,교선,교선,2150532301,생활프랑스어,,지영호,불어불문학과,3,3,,25,5,"월 15:00-16:15 (조만식기념관 12210-지영호)
목 16:30-17:45 (미래관 20403-지영호)",전체(불문제외),불문제외
C0283,liberal,인간·언어,인간·언어,교선,교선,2150553801,기초러시아어,,장혜진,교양교육운영팀,3,3,,44,4,"화 15:00-16:15 (진리관 11402-장혜진)
화 16:30-17:45 (진리관 11402-장혜진)",전체학년 전체,
C0284,liberal,인간·언어,인간·언어,교선,교선,2150553802,기초러시아어,,장혜진,교양교육운영팀,3,3,,48,2,"수 15:00-16:15 (안익태기념관 04405-장혜진)
수 16:30-17:45 (안익태기념관 04405-장혜진)",전체학년 전체,
C0285,liberal,인간·언어,인간·언어,교선,교선,2150553901,기초스페인어,,김선이,교양교육운영팀,3,3,,42,8,"금 16:30-17:45 (미래관 20202-김선이)
금 18:00-19:15 (미래관 20202-김선이)",전체학년 전체,
C0286,liberal,인간·언어,인간·언어,교선,교선,2150553902,기초스페인어,,정선옥,교양교육운영팀,3,3,EL+,48,2,"수 15:00-16:15 (조만식기념관 12208-정선옥)
수 16:30-17:45 (조만식기념관 12208-정선옥)",전체학년 전체,
C0287,liberal,인간·언어,인간·언어,교선,교선,2150553903,기초스페인어,,정선옥,교양교육운영팀,3,3,EL+,48,2,"금 15:00-16:15 (진리관 11302-정선옥)
금 16:30-17:45 (진리관 11302-정선옥)",전체학년 전체,
C0288,liberal,인간·언어,인간·언어,교선,교선,2150605401,토론과커뮤니케이션,,박삼열,교양교육운영팀,3,3,EL+,43,7,"수 15:00-16:15 (조만식기념관 12328-박삼열)
수 16:30-17:45 (조만식기념관 12328-박삼열)",전체학년 전체,
C0289,liberal,인간·언어,인간·언어,교선,교선,2150605402,토론과커뮤니케이션,,문영식,교양교육운영팀,3,3,EL+,50,2,"월 15:00-16:15 (백마관 07116-문영식)
월 16:30-17:45 (백마관 07116-문영식)",전체학년 전체,
C0290,liberal,인간·언어,인간·언어,교선,교선,2150605403,토론과커뮤니케이션,,문영식,교양교육운영팀,3,3,EL+,55,0,"화 15:00-16:15 (백마관 07218-문영식)
화 16:30-17:45 (백마관 07218-문영식)",전체학년 전체,
C0291,liberal,인간·언어,인간·언어,교선,교선,2150605404,토론과커뮤니케이션,,문영식,교양교육운영팀,3,3,EL+,52,0,"금 15:00-16:15 (백마관 07218-문영식)
금 16:30-17:45 (백마관 07218-문영식)",전체학년 전체,
C0292,liberal,인간·언어,인간·언어,교선,교선,2150622301,외국인을위한한국어1,,정경화,교양교육운영팀,3,3,,20,0,"월 15:00-16:15 (미래관 20108-정경화)
월 16:30-17:45 (미래관 20108-정경화)",전체학년 교환학생(대상외수강제한),
C0293,liberal,인간·언어,인간·언어,교선,교선,2150622302,외국인을위한한국어1,,정회란,교양교육운영팀,3,3,,8,0,"월 15:00-16:15 (진리관 11306-정회란)
월 16:30-17:45 (진리관 11306-정회란)",전체학년 교환학생(대상외수강제한),
C0294,liberal,인간·언어,인간·언어,교선,교선,2150622303,외국인을위한한국어1,,신현미,교양교육운영팀,3,3,,10,0,"월 15:00-16:15 (미래관 20109-신현미)
월 16:30-17:45 (미래관 20109-신현미)",전체학년 교환학생(대상외수강제한),
C0295,liberal,인간·언어,인간·언어,교선,교선,2150622401,외국인을위한한국어2,,신희랑,교양교육운영팀,3,3,,9,0,"금 15:00-16:15 (진리관 11404-신희랑)
금 16:30-17:45 (진리관 11404-신희랑)",전체학년 교환학생(대상외수강제한),
C0296,liberal,인간·언어,인간·언어,교선,교선,2150629701,중급스페인어,,정선옥,교양교육운영팀,3,3,EL+,39,9,"목 15:00-16:15 (진리관 11309-정선옥)
목 16:30-17:45 (진리관 11309-정선옥)",전체학년 전체,
C0297,liberal,인간·언어,인간·언어,교선,교선,2150631301,초급중국어회화,,황해금,중어중문학과,3,3,,23,7,월 수 15:00-16:15 (진리관 11307-황해금),"전체(중문 제외),(중국국적학생 제외)",
C0298,liberal,인간·언어,인간·언어,교선,교선,2150632101,추리와논증,,이상명,교양교육운영팀,3,3,,28,20,월 수 15:00-16:15 (미래관 20404-이상명),전체학년 전체,
C0299,liberal,인간·언어,인간·언어,교선,교선,2150637701,Academic English Listening & Reading,,오선주,교양교육운영팀,3,3,,44,4,"화 15:00-16:15 (진리관 11305-오선주)
화 16:30-17:45 (진리관 11305-오선주)",전체학년 전체(영어영문학과제외),
C0300,liberal,인간·언어,인간·언어,교선,교선,2150637702,Academic English Listening & Reading,,JosiahHunt,교양교육운영팀,3,3,EL+,45,3,"수 15:00-16:15 (진리관 11306-JosiahHunt)
수 16:30-17:45 (진리관 11306-JosiahHunt)",전체학년 전체(영어영문학과제외),
C0301,liberal,인간·언어,인간·언어,교선,교선,2150638001,사회과학글쓰기,,한래희,교양교육운영팀,3,3,EL+,31,17,월 수 16:30-17:45 (미래관 20404-한래희),전체학년 전체,
C0302,liberal,인간·언어,인간·언어,교선,교선,2150654001,에로스와타나토스,,유현상,철학과,3,3,,50,0,"월 15:00-16:15 (정보과학관 21102-유현상)
월 16:30-17:45 (정보과학관 21102-유현상)",전체,
C0303,liberal,인간·언어,인간·언어,교선,교선,2150654002,에로스와타나토스,,안상욱,철학과,3,3,,48,2,"화 15:00-16:15 (미래관 20303-안상욱)
화 16:30-17:45 (미래관 20303-안상욱)",전체,
C0304,liberal,인간·언어,인간·언어,교선,교선,2150654003,에로스와타나토스,,정준영,철학과,3,3,,50,0,"수 10:30-11:45 (백마관 07317-정준영)
수 12:00-13:15 (백마관 07317-정준영)",전체,
C0305,liberal,인간·언어,인간·언어,교선,교선,2150654901,독서토론세미나,,손민달,교양교육운영팀,3,3,EL+,47,1,화 목 15:00-16:15 (미래관 20404-손민달),전체학년 전체,
C0306,liberal,인간·언어,인간·언어,교선,교선,2150654902,독서토론세미나,,박소영,교양교육운영팀,3,3,EL+,50,0,월 수 15:00-16:15 (미래관 20403-박소영),전체학년 전체,
C0307,liberal,인간·언어,인간·언어,교선,교선,2150654903,독서토론세미나,,박수경,교양교육운영팀,3,3,,36,4,"목 12:00-13:15 (조만식기념관 12203-박수경)
목 13:30-14:45 (조만식기념관 12203-박수경)",전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0308,liberal,인간·언어,인간·언어,교선,교선,2150654904,독서토론세미나,,조성해,교양교육운영팀,3,3,,37,3,화 목 12:00-13:15 (조만식기념관 12328-조성해),전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0309,liberal,인간·언어,인간·언어,교선,교선,2150654905,독서토론세미나,,조성해,교양교육운영팀,3,3,,38,2,화 목 13:30-14:45 (조만식기념관 12208-조성해),전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0310,liberal,인간·언어,인간·언어,교선,교선,5010588001,Practical English Listening & Reading,,정성희,교양교육운영팀,3,3,"영어
EL+",41,7,"월 15:00-16:15 (진리관 11305-정성희)
월 16:30-17:45 (진리관 11305-정성희)",전체학년 전체(영어영문학과제외),
C0311,liberal,인간·언어,인간·언어,교선,교선,5010588002,Practical English Listening & Reading,,정성희,교양교육운영팀,3,3,"영어
EL+",33,15,"금 15:00-16:15 (진리관 11305-정성희)
금 16:30-17:45 (진리관 11305-정성희)",전체학년 전체(영어영문학과제외),
